sample_index,scaled_emg,source_file,dataset
773,591.836,emg_data.hdf5,1
774,592.135,emg_data.hdf5,1
775,593.565,emg_data.hdf5,1
776,596.558,emg_data.hdf5,1
777,609.124,emg_data.hdf5,1
778,622.934,emg_data.hdf5,1
779,631.195,emg_data.hdf5,1
780,630.193,emg_data.hdf5,1
781,626.489,emg_data.hdf5,1
782,620.862,emg_data.hdf5,1
783,618.771,emg_data.hdf5,1
784,622.091,emg_data.hdf5,1
785,617.936,emg_data.hdf5,1
786,603.934,emg_data.hdf5,1
787,590.684,emg_data.hdf5,1
788,584.072,emg_data.hdf5,1
789,578.548,emg_data.hdf5,1
790,573.575,emg_data.hdf5,1
791,570.932,emg_data.hdf5,1
792,569.334,emg_data.hdf5,1
793,565.549,emg_data.hdf5,1
794,563.166,emg_data.hdf5,1
795,564.667,emg_data.hdf5,1
796,568.069,emg_data.hdf5,1
797,572.654,emg_data.hdf5,1
798,578.942,emg_data.hdf5,1
799,581.431,emg_data.hdf5,1
800,580.017,emg_data.hdf5,1
801,576.625,emg_data.hdf5,1
802,577.879,emg_data.hdf5,1
803,577.211,emg_data.hdf5,1
804,577.106,emg_data.hdf5,1
805,575.676,emg_data.hdf5,1
806,577.766,emg_data.hdf5,1
807,584.228,emg_data.hdf5,1
808,595.174,emg_data.hdf5,1
809,603.975,emg_data.hdf5,1
810,603.109,emg_data.hdf5,1
811,599.941,emg_data.hdf5,1
812,596.371,emg_data.hdf5,1
813,586.871,emg_data.hdf5,1
814,576.731,emg_data.hdf5,1
815,574.514,emg_data.hdf5,1
816,570.576,emg_data.hdf5,1
817,574.482,emg_data.hdf5,1
818,580.197,emg_data.hdf5,1
819,585.269,emg_data.hdf5,1
820,587.717,emg_data.hdf5,1
821,593.919,emg_data.hdf5,1
822,600.617,emg_data.hdf5,1
823,609.124,emg_data.hdf5,1
824,619.290,emg_data.hdf5,1
825,620.523,emg_data.hdf5,1
826,618.628,emg_data.hdf5,1
827,622.521,emg_data.hdf5,1
828,625.948,emg_data.hdf5,1
829,623.604,emg_data.hdf5,1
830,609.148,emg_data.hdf5,1
831,591.842,emg_data.hdf5,1
832,576.212,emg_data.hdf5,1
833,567.166,emg_data.hdf5,1
834,558.111,emg_data.hdf5,1
835,542.448,emg_data.hdf5,1
836,528.641,emg_data.hdf5,1
837,532.458,emg_data.hdf5,1
838,547.275,emg_data.hdf5,1
839,560.004,emg_data.hdf5,1
840,566.749,emg_data.hdf5,1
841,570.990,emg_data.hdf5,1
842,579.441,emg_data.hdf5,1
843,586.018,emg_data.hdf5,1
844,587.454,emg_data.hdf5,1
845,581.235,emg_data.hdf5,1
846,579.444,emg_data.hdf5,1
847,580.837,emg_data.hdf5,1
848,587.894,emg_data.hdf5,1
849,591.826,emg_data.hdf5,1
850,591.186,emg_data.hdf5,1
851,590.287,emg_data.hdf5,1
852,588.494,emg_data.hdf5,1
853,591.806,emg_data.hdf5,1
854,602.521,emg_data.hdf5,1
855,614.524,emg_data.hdf5,1
856,622.085,emg_data.hdf5,1
857,625.422,emg_data.hdf5,1
858,624.893,emg_data.hdf5,1
859,617.267,emg_data.hdf5,1
860,605.556,emg_data.hdf5,1
861,596.171,emg_data.hdf5,1
862,594.356,emg_data.hdf5,1
863,597.211,emg_data.hdf5,1
864,597.544,emg_data.hdf5,1
865,592.419,emg_data.hdf5,1
866,590.022,emg_data.hdf5,1
867,590.578,emg_data.hdf5,1
868,590.890,emg_data.hdf5,1
869,592.978,emg_data.hdf5,1
870,596.564,emg_data.hdf5,1
871,598.761,emg_data.hdf5,1
872,592.363,emg_data.hdf5,1
873,582.407,emg_data.hdf5,1
874,580.200,emg_data.hdf5,1
875,583.732,emg_data.hdf5,1
876,586.557,emg_data.hdf5,1
877,587.782,emg_data.hdf5,1
878,592.992,emg_data.hdf5,1
879,600.578,emg_data.hdf5,1
880,603.889,emg_data.hdf5,1
881,599.934,emg_data.hdf5,1
882,595.227,emg_data.hdf5,1
883,595.293,emg_data.hdf5,1
884,595.994,emg_data.hdf5,1
885,599.422,emg_data.hdf5,1
886,604.173,emg_data.hdf5,1
887,610.393,emg_data.hdf5,1
888,617.073,emg_data.hdf5,1
889,625.598,emg_data.hdf5,1
890,623.567,emg_data.hdf5,1
891,609.376,emg_data.hdf5,1
892,583.465,emg_data.hdf5,1
893,562.465,emg_data.hdf5,1
894,558.554,emg_data.hdf5,1
895,566.077,emg_data.hdf5,1
896,574.629,emg_data.hdf5,1
897,573.914,emg_data.hdf5,1
898,569.254,emg_data.hdf5,1
899,560.547,emg_data.hdf5,1
900,559.497,emg_data.hdf5,1
901,557.182,emg_data.hdf5,1
902,553.629,emg_data.hdf5,1
903,551.784,emg_data.hdf5,1
904,547.860,emg_data.hdf5,1
905,552.806,emg_data.hdf5,1
906,561.421,emg_data.hdf5,1
907,574.452,emg_data.hdf5,1
908,587.898,emg_data.hdf5,1
909,602.370,emg_data.hdf5,1
910,617.742,emg_data.hdf5,1
911,624.551,emg_data.hdf5,1
912,627.866,emg_data.hdf5,1
913,626.208,emg_data.hdf5,1
914,616.633,emg_data.hdf5,1
915,603.595,emg_data.hdf5,1
916,596.102,emg_data.hdf5,1
917,589.726,emg_data.hdf5,1
918,586.557,emg_data.hdf5,1
919,587.207,emg_data.hdf5,1
920,587.137,emg_data.hdf5,1
921,582.412,emg_data.hdf5,1
922,577.893,emg_data.hdf5,1
923,575.088,emg_data.hdf5,1
924,575.185,emg_data.hdf5,1
925,578.828,emg_data.hdf5,1
926,574.160,emg_data.hdf5,1
927,571.503,emg_data.hdf5,1
928,570.974,emg_data.hdf5,1
929,576.580,emg_data.hdf5,1
930,583.773,emg_data.hdf5,1
931,592.077,emg_data.hdf5,1
932,608.677,emg_data.hdf5,1
933,620.309,emg_data.hdf5,1
934,618.649,emg_data.hdf5,1
935,612.624,emg_data.hdf5,1
936,605.846,emg_data.hdf5,1
937,606.240,emg_data.hdf5,1
938,606.041,emg_data.hdf5,1
939,607.005,emg_data.hdf5,1
940,595.885,emg_data.hdf5,1
941,571.243,emg_data.hdf5,1
942,550.424,emg_data.hdf5,1
943,548.442,emg_data.hdf5,1
944,557.887,emg_data.hdf5,1
945,564.053,emg_data.hdf5,1
946,564.362,emg_data.hdf5,1
947,569.138,emg_data.hdf5,1
948,578.306,emg_data.hdf5,1
949,588.870,emg_data.hdf5,1
950,594.694,emg_data.hdf5,1
951,595.246,emg_data.hdf5,1
952,597.000,emg_data.hdf5,1
953,599.096,emg_data.hdf5,1
954,604.305,emg_data.hdf5,1
955,611.699,emg_data.hdf5,1
956,610.982,emg_data.hdf5,1
957,604.693,emg_data.hdf5,1
958,594.726,emg_data.hdf5,1
959,589.077,emg_data.hdf5,1
960,589.886,emg_data.hdf5,1
961,591.768,emg_data.hdf5,1
962,594.504,emg_data.hdf5,1
963,595.242,emg_data.hdf5,1
964,594.702,emg_data.hdf5,1
965,593.512,emg_data.hdf5,1
966,594.501,emg_data.hdf5,1
967,594.670,emg_data.hdf5,1
968,595.749,emg_data.hdf5,1
969,598.418,emg_data.hdf5,1
970,599.607,emg_data.hdf5,1
971,600.250,emg_data.hdf5,1
972,598.750,emg_data.hdf5,1
973,596.114,emg_data.hdf5,1
974,589.811,emg_data.hdf5,1
975,588.295,emg_data.hdf5,1
976,589.511,emg_data.hdf5,1
977,588.688,emg_data.hdf5,1
978,588.354,emg_data.hdf5,1
979,590.027,emg_data.hdf5,1
980,588.177,emg_data.hdf5,1
981,586.176,emg_data.hdf5,1
982,583.462,emg_data.hdf5,1
983,580.112,emg_data.hdf5,1
984,578.737,emg_data.hdf5,1
985,575.018,emg_data.hdf5,1
986,573.624,emg_data.hdf5,1
987,575.869,emg_data.hdf5,1
988,580.547,emg_data.hdf5,1
989,581.181,emg_data.hdf5,1
990,579.690,emg_data.hdf5,1
991,580.210,emg_data.hdf5,1
992,582.188,emg_data.hdf5,1
993,587.417,emg_data.hdf5,1
994,593.833,emg_data.hdf5,1
995,593.223,emg_data.hdf5,1
996,588.843,emg_data.hdf5,1
997,586.570,emg_data.hdf5,1
998,585.276,emg_data.hdf5,1
999,588.285,emg_data.hdf5,1
1000,587.219,emg_data.hdf5,1
1001,583.289,emg_data.hdf5,1
1002,580.475,emg_data.hdf5,1
1003,577.896,emg_data.hdf5,1
1004,576.427,emg_data.hdf5,1
1005,579.226,emg_data.hdf5,1
1006,590.067,emg_data.hdf5,1
1007,589.862,emg_data.hdf5,1
1008,587.956,emg_data.hdf5,1
1009,586.011,emg_data.hdf5,1
1010,586.023,emg_data.hdf5,1
1011,587.928,emg_data.hdf5,1
1012,587.765,emg_data.hdf5,1
1013,588.119,emg_data.hdf5,1
1014,586.042,emg_data.hdf5,1
1015,584.841,emg_data.hdf5,1
1016,582.868,emg_data.hdf5,1
1017,582.044,emg_data.hdf5,1
1018,590.053,emg_data.hdf5,1
1019,595.246,emg_data.hdf5,1
1020,594.315,emg_data.hdf5,1
1021,592.937,emg_data.hdf5,1
1022,597.373,emg_data.hdf5,1
1023,603.329,emg_data.hdf5,1
1024,603.079,emg_data.hdf5,1
1025,598.628,emg_data.hdf5,1
1026,596.906,emg_data.hdf5,1
1027,592.668,emg_data.hdf5,1
1028,592.077,emg_data.hdf5,1
1029,592.568,emg_data.hdf5,1
1030,590.643,emg_data.hdf5,1
1031,590.730,emg_data.hdf5,1
1032,593.233,emg_data.hdf5,1
1033,593.531,emg_data.hdf5,1
1034,586.235,emg_data.hdf5,1
1035,583.882,emg_data.hdf5,1
1036,588.326,emg_data.hdf5,1
1037,593.315,emg_data.hdf5,1
1038,591.436,emg_data.hdf5,1
1039,587.162,emg_data.hdf5,1
1040,589.291,emg_data.hdf5,1
1041,591.591,emg_data.hdf5,1
1042,590.078,emg_data.hdf5,1
1043,587.167,emg_data.hdf5,1
1044,585.643,emg_data.hdf5,1
1045,586.579,emg_data.hdf5,1
1046,582.007,emg_data.hdf5,1
1047,580.980,emg_data.hdf5,1
1048,581.424,emg_data.hdf5,1
1049,585.394,emg_data.hdf5,1
1050,586.635,emg_data.hdf5,1
1051,590.006,emg_data.hdf5,1
1052,588.581,emg_data.hdf5,1
1053,591.528,emg_data.hdf5,1
1054,598.770,emg_data.hdf5,1
1055,601.751,emg_data.hdf5,1
1056,595.151,emg_data.hdf5,1
1057,585.395,emg_data.hdf5,1
1058,581.839,emg_data.hdf5,1
1059,580.571,emg_data.hdf5,1
1060,584.898,emg_data.hdf5,1
1061,592.496,emg_data.hdf5,1
1062,600.111,emg_data.hdf5,1
1063,605.023,emg_data.hdf5,1
1064,606.097,emg_data.hdf5,1
1065,605.032,emg_data.hdf5,1
1066,602.829,emg_data.hdf5,1
1067,606.164,emg_data.hdf5,1
1068,612.829,emg_data.hdf5,1
1069,618.587,emg_data.hdf5,1
1070,622.274,emg_data.hdf5,1
1071,623.699,emg_data.hdf5,1
1072,623.054,emg_data.hdf5,1
1073,605.282,emg_data.hdf5,1
1074,576.498,emg_data.hdf5,1
1075,551.348,emg_data.hdf5,1
1076,546.375,emg_data.hdf5,1
1077,551.307,emg_data.hdf5,1
1078,553.703,emg_data.hdf5,1
1079,551.710,emg_data.hdf5,1
1080,551.003,emg_data.hdf5,1
1081,554.772,emg_data.hdf5,1
1082,563.308,emg_data.hdf5,1
1083,575.745,emg_data.hdf5,1
1084,584.889,emg_data.hdf5,1
1085,590.778,emg_data.hdf5,1
1086,588.774,emg_data.hdf5,1
1087,583.090,emg_data.hdf5,1
1088,577.892,emg_data.hdf5,1
1089,587.938,emg_data.hdf5,1
1090,606.838,emg_data.hdf5,1
1091,616.763,emg_data.hdf5,1
1092,609.701,emg_data.hdf5,1
1093,595.512,emg_data.hdf5,1
1094,591.845,emg_data.hdf5,1
1095,593.276,emg_data.hdf5,1
1096,591.858,emg_data.hdf5,1
1097,585.209,emg_data.hdf5,1
1098,582.407,emg_data.hdf5,1
1099,586.241,emg_data.hdf5,1
1100,590.973,emg_data.hdf5,1
1101,603.827,emg_data.hdf5,1
1102,628.188,emg_data.hdf5,1
1103,651.587,emg_data.hdf5,1
1104,657.531,emg_data.hdf5,1
1105,654.991,emg_data.hdf5,1
1106,646.387,emg_data.hdf5,1
1107,634.879,emg_data.hdf5,1
1108,614.171,emg_data.hdf5,1
1109,588.202,emg_data.hdf5,1
1110,564.768,emg_data.hdf5,1
1111,544.955,emg_data.hdf5,1
1112,543.223,emg_data.hdf5,1
1113,550.214,emg_data.hdf5,1
1114,548.555,emg_data.hdf5,1
1115,526.707,emg_data.hdf5,1
1116,512.897,emg_data.hdf5,1
1117,521.799,emg_data.hdf5,1
1118,543.463,emg_data.hdf5,1
1119,558.798,emg_data.hdf5,1
1120,565.836,emg_data.hdf5,1
1121,573.526,emg_data.hdf5,1
1122,583.831,emg_data.hdf5,1
1123,590.870,emg_data.hdf5,1
1124,600.478,emg_data.hdf5,1
1125,619.235,emg_data.hdf5,1
1126,641.193,emg_data.hdf5,1
1127,647.127,emg_data.hdf5,1
1128,637.598,emg_data.hdf5,1
1129,621.542,emg_data.hdf5,1
1130,602.659,emg_data.hdf5,1
1131,583.318,emg_data.hdf5,1
1132,575.364,emg_data.hdf5,1
1133,570.212,emg_data.hdf5,1
1134,571.583,emg_data.hdf5,1
1135,574.155,emg_data.hdf5,1
1136,574.960,emg_data.hdf5,1
1137,570.613,emg_data.hdf5,1
1138,565.240,emg_data.hdf5,1
1139,565.391,emg_data.hdf5,1
1140,567.351,emg_data.hdf5,1
1141,570.968,emg_data.hdf5,1
1142,571.600,emg_data.hdf5,1
1143,577.685,emg_data.hdf5,1
1144,584.595,emg_data.hdf5,1
1145,590.111,emg_data.hdf5,1
1146,594.997,emg_data.hdf5,1
1147,599.548,emg_data.hdf5,1
1148,603.377,emg_data.hdf5,1
1149,603.894,emg_data.hdf5,1
1150,599.642,emg_data.hdf5,1
1151,598.681,emg_data.hdf5,1
1152,600.305,emg_data.hdf5,1
1153,605.310,emg_data.hdf5,1
1154,601.402,emg_data.hdf5,1
1155,595.017,emg_data.hdf5,1
1156,593.583,emg_data.hdf5,1
1157,594.142,emg_data.hdf5,1
1158,592.917,emg_data.hdf5,1
1159,590.008,emg_data.hdf5,1
1160,589.537,emg_data.hdf5,1
1161,582.525,emg_data.hdf5,1
1162,571.070,emg_data.hdf5,1
1163,562.485,emg_data.hdf5,1
1164,563.041,emg_data.hdf5,1
1165,568.914,emg_data.hdf5,1
1166,579.774,emg_data.hdf5,1
1167,594.509,emg_data.hdf5,1
1168,610.005,emg_data.hdf5,1
1169,613.526,emg_data.hdf5,1
1170,604.376,emg_data.hdf5,1
1171,589.478,emg_data.hdf5,1
1172,585.269,emg_data.hdf5,1
1173,599.608,emg_data.hdf5,1
1174,624.701,emg_data.hdf5,1
1175,659.552,emg_data.hdf5,1
1176,690.288,emg_data.hdf5,1
1177,716.474,emg_data.hdf5,1
1178,731.927,emg_data.hdf5,1
1179,721.682,emg_data.hdf5,1
1180,667.118,emg_data.hdf5,1
1181,576.537,emg_data.hdf5,1
1182,514.392,emg_data.hdf5,1
1183,509.960,emg_data.hdf5,1
1184,528.835,emg_data.hdf5,1
1185,532.840,emg_data.hdf5,1
1186,512.184,emg_data.hdf5,1
1187,486.356,emg_data.hdf5,1
1188,486.370,emg_data.hdf5,1
1189,513.684,emg_data.hdf5,1
1190,549.786,emg_data.hdf5,1
1191,578.130,emg_data.hdf5,1
1192,599.593,emg_data.hdf5,1
1193,612.346,emg_data.hdf5,1
1194,615.136,emg_data.hdf5,1
1195,609.971,emg_data.hdf5,1
1196,601.477,emg_data.hdf5,1
1197,595.230,emg_data.hdf5,1
1198,595.002,emg_data.hdf5,1
1199,594.749,emg_data.hdf5,1
1200,593.370,emg_data.hdf5,1
1201,589.463,emg_data.hdf5,1
1202,589.695,emg_data.hdf5,1
1203,590.040,emg_data.hdf5,1
1204,590.081,emg_data.hdf5,1
1205,593.492,emg_data.hdf5,1
1206,593.370,emg_data.hdf5,1
1207,591.190,emg_data.hdf5,1
1208,587.982,emg_data.hdf5,1
1209,589.821,emg_data.hdf5,1
1210,593.559,emg_data.hdf5,1
1211,595.029,emg_data.hdf5,1
1212,592.229,emg_data.hdf5,1
1213,591.745,emg_data.hdf5,1
1214,599.130,emg_data.hdf5,1
1215,601.778,emg_data.hdf5,1
1216,599.919,emg_data.hdf5,1
1217,599.461,emg_data.hdf5,1
1218,600.491,emg_data.hdf5,1
1219,601.579,emg_data.hdf5,1
1220,600.883,emg_data.hdf5,1
1221,598.121,emg_data.hdf5,1
1222,590.121,emg_data.hdf5,1
1223,579.069,emg_data.hdf5,1
1224,574.114,emg_data.hdf5,1
1225,573.275,emg_data.hdf5,1
1226,576.025,emg_data.hdf5,1
1227,576.941,emg_data.hdf5,1
1228,579.101,emg_data.hdf5,1
1229,583.862,emg_data.hdf5,1
1230,584.893,emg_data.hdf5,1
1231,581.377,emg_data.hdf5,1
1232,574.797,emg_data.hdf5,1
1233,569.912,emg_data.hdf5,1
1234,566.414,emg_data.hdf5,1
1235,557.514,emg_data.hdf5,1
1236,555.602,emg_data.hdf5,1
1237,558.265,emg_data.hdf5,1
1238,564.925,emg_data.hdf5,1
1239,570.497,emg_data.hdf5,1
1240,569.286,emg_data.hdf5,1
1241,571.446,emg_data.hdf5,1
1242,576.879,emg_data.hdf5,1
1243,584.819,emg_data.hdf5,1
1244,590.848,emg_data.hdf5,1
1245,590.814,emg_data.hdf5,1
1246,590.081,emg_data.hdf5,1
1247,590.040,emg_data.hdf5,1
1248,591.615,emg_data.hdf5,1
1249,593.505,emg_data.hdf5,1
1250,590.288,emg_data.hdf5,1
1251,593.670,emg_data.hdf5,1
1252,602.494,emg_data.hdf5,1
1253,608.413,emg_data.hdf5,1
1254,609.927,emg_data.hdf5,1
1255,608.521,emg_data.hdf5,1
1256,610.970,emg_data.hdf5,1
1257,614.007,emg_data.hdf5,1
1258,615.214,emg_data.hdf5,1
1259,616.030,emg_data.hdf5,1
1260,617.235,emg_data.hdf5,1
1261,620.643,emg_data.hdf5,1
1262,620.331,emg_data.hdf5,1
1263,618.338,emg_data.hdf5,1
1264,610.343,emg_data.hdf5,1
1265,600.629,emg_data.hdf5,1
1266,595.688,emg_data.hdf5,1
1267,598.670,emg_data.hdf5,1
1268,604.152,emg_data.hdf5,1
1269,605.235,emg_data.hdf5,1
1270,599.366,emg_data.hdf5,1
1271,580.064,emg_data.hdf5,1
1272,556.058,emg_data.hdf5,1
1273,537.484,emg_data.hdf5,1
1274,530.879,emg_data.hdf5,1
1275,544.813,emg_data.hdf5,1
1276,567.528,emg_data.hdf5,1
1277,578.560,emg_data.hdf5,1
1278,585.741,emg_data.hdf5,1
1279,592.331,emg_data.hdf5,1
1280,593.562,emg_data.hdf5,1
1281,587.738,emg_data.hdf5,1
1282,580.857,emg_data.hdf5,1
1283,580.969,emg_data.hdf5,1
1284,587.571,emg_data.hdf5,1
1285,597.804,emg_data.hdf5,1
1286,610.477,emg_data.hdf5,1
1287,633.099,emg_data.hdf5,1
1288,652.758,emg_data.hdf5,1
1289,652.533,emg_data.hdf5,1
1290,636.743,emg_data.hdf5,1
1291,610.883,emg_data.hdf5,1
1292,588.778,emg_data.hdf5,1
1293,575.607,emg_data.hdf5,1
1294,572.753,emg_data.hdf5,1
1295,568.583,emg_data.hdf5,1
1296,563.801,emg_data.hdf5,1
1297,568.064,emg_data.hdf5,1
1298,575.822,emg_data.hdf5,1
1299,577.717,emg_data.hdf5,1
1300,572.194,emg_data.hdf5,1
1301,562.041,emg_data.hdf5,1
1302,554.372,emg_data.hdf5,1
1303,562.266,emg_data.hdf5,1
1304,567.669,emg_data.hdf5,1
1305,569.310,emg_data.hdf5,1
1306,573.341,emg_data.hdf5,1
1307,572.890,emg_data.hdf5,1
1308,564.803,emg_data.hdf5,1
1309,557.386,emg_data.hdf5,1
1310,570.400,emg_data.hdf5,1
1311,592.875,emg_data.hdf5,1
1312,602.228,emg_data.hdf5,1
1313,595.061,emg_data.hdf5,1
1314,596.608,emg_data.hdf5,1
1315,614.539,emg_data.hdf5,1
1316,644.028,emg_data.hdf5,1
1317,680.082,emg_data.hdf5,1
1318,700.995,emg_data.hdf5,1
1319,693.006,emg_data.hdf5,1
1320,665.162,emg_data.hdf5,1
1321,635.148,emg_data.hdf5,1
1322,606.520,emg_data.hdf5,1
1323,578.530,emg_data.hdf5,1
1324,547.990,emg_data.hdf5,1
1325,523.431,emg_data.hdf5,1
1326,514.803,emg_data.hdf5,1
1327,528.730,emg_data.hdf5,1
1328,557.685,emg_data.hdf5,1
1329,582.473,emg_data.hdf5,1
1330,591.833,emg_data.hdf5,1
1331,594.344,emg_data.hdf5,1
1332,593.676,emg_data.hdf5,1
1333,585.420,emg_data.hdf5,1
1334,563.787,emg_data.hdf5,1
1335,538.640,emg_data.hdf5,1
1336,528.294,emg_data.hdf5,1
1337,531.651,emg_data.hdf5,1
1338,532.157,emg_data.hdf5,1
1339,532.806,emg_data.hdf5,1
1340,545.875,emg_data.hdf5,1
1341,564.077,emg_data.hdf5,1
1342,584.860,emg_data.hdf5,1
1343,602.890,emg_data.hdf5,1
1344,623.172,emg_data.hdf5,1
1345,641.987,emg_data.hdf5,1
1346,656.695,emg_data.hdf5,1
1347,659.368,emg_data.hdf5,1
1348,652.498,emg_data.hdf5,1
1349,645.024,emg_data.hdf5,1
1350,631.629,emg_data.hdf5,1
1351,617.777,emg_data.hdf5,1
1352,599.201,emg_data.hdf5,1
1353,568.337,emg_data.hdf5,1
1354,532.977,emg_data.hdf5,1
1355,514.349,emg_data.hdf5,1
1356,516.715,emg_data.hdf5,1
1357,538.820,emg_data.hdf5,1
1358,560.239,emg_data.hdf5,1
1359,583.584,emg_data.hdf5,1
1360,612.019,emg_data.hdf5,1
1361,631.953,emg_data.hdf5,1
1362,629.251,emg_data.hdf5,1
1363,613.136,emg_data.hdf5,1
1364,617.037,emg_data.hdf5,1
1365,647.879,emg_data.hdf5,1
1366,687.098,emg_data.hdf5,1
1367,691.159,emg_data.hdf5,1
1368,638.611,emg_data.hdf5,1
1369,561.564,emg_data.hdf5,1
1370,509.393,emg_data.hdf5,1
1371,509.644,emg_data.hdf5,1
1372,539.792,emg_data.hdf5,1
1373,565.603,emg_data.hdf5,1
1374,574.045,emg_data.hdf5,1
1375,572.671,emg_data.hdf5,1
1376,567.226,emg_data.hdf5,1
1377,563.229,emg_data.hdf5,1
1378,561.536,emg_data.hdf5,1
1379,568.872,emg_data.hdf5,1
1380,582.501,emg_data.hdf5,1
1381,589.120,emg_data.hdf5,1
1382,590.131,emg_data.hdf5,1
1383,588.457,emg_data.hdf5,1
1384,588.391,emg_data.hdf5,1
1385,590.182,emg_data.hdf5,1
1386,593.009,emg_data.hdf5,1
1387,596.917,emg_data.hdf5,1
1388,597.069,emg_data.hdf5,1
1389,595.479,emg_data.hdf5,1
1390,595.043,emg_data.hdf5,1
1391,596.530,emg_data.hdf5,1
1392,592.466,emg_data.hdf5,1
1393,589.976,emg_data.hdf5,1
1394,589.954,emg_data.hdf5,1
1395,589.016,emg_data.hdf5,1
1396,592.440,emg_data.hdf5,1
1397,593.454,emg_data.hdf5,1
1398,596.476,emg_data.hdf5,1
1399,602.684,emg_data.hdf5,1
1400,608.226,emg_data.hdf5,1
1401,609.058,emg_data.hdf5,1
1402,607.466,emg_data.hdf5,1
1403,598.305,emg_data.hdf5,1
1404,584.761,emg_data.hdf5,1
1405,564.919,emg_data.hdf5,1
1406,546.147,emg_data.hdf5,1
1407,539.259,emg_data.hdf5,1
1408,546.475,emg_data.hdf5,1
1409,560.222,emg_data.hdf5,1
1410,572.478,emg_data.hdf5,1
1411,583.047,emg_data.hdf5,1
1412,581.291,emg_data.hdf5,1
1413,580.539,emg_data.hdf5,1
1414,586.080,emg_data.hdf5,1
1415,594.968,emg_data.hdf5,1
1416,603.797,emg_data.hdf5,1
1417,610.190,emg_data.hdf5,1
1418,618.041,emg_data.hdf5,1
1419,630.199,emg_data.hdf5,1
1420,649.018,emg_data.hdf5,1
1421,653.366,emg_data.hdf5,1
1422,644.259,emg_data.hdf5,1
1423,628.168,emg_data.hdf5,1
1424,612.484,emg_data.hdf5,1
1425,601.766,emg_data.hdf5,1
1426,593.027,emg_data.hdf5,1
1427,581.269,emg_data.hdf5,1
1428,568.863,emg_data.hdf5,1
1429,562.277,emg_data.hdf5,1
1430,561.234,emg_data.hdf5,1
1431,566.487,emg_data.hdf5,1
1432,570.483,emg_data.hdf5,1
1433,574.574,emg_data.hdf5,1
1434,578.571,emg_data.hdf5,1
1435,583.045,emg_data.hdf5,1
1436,584.937,emg_data.hdf5,1
1437,588.621,emg_data.hdf5,1
1438,603.954,emg_data.hdf5,1
1439,618.952,emg_data.hdf5,1
1440,630.447,emg_data.hdf5,1
1441,635.635,emg_data.hdf5,1
1442,638.065,emg_data.hdf5,1
1443,635.079,emg_data.hdf5,1
1444,622.506,emg_data.hdf5,1
1445,608.318,emg_data.hdf5,1
1446,588.829,emg_data.hdf5,1
1447,569.227,emg_data.hdf5,1
1448,556.067,emg_data.hdf5,1
1449,544.955,emg_data.hdf5,1
1450,534.689,emg_data.hdf5,1
1451,520.514,emg_data.hdf5,1
1452,510.025,emg_data.hdf5,1
1453,507.962,emg_data.hdf5,1
1454,518.735,emg_data.hdf5,1
1455,534.612,emg_data.hdf5,1
1456,546.769,emg_data.hdf5,1
1457,563.094,emg_data.hdf5,1
1458,581.519,emg_data.hdf5,1
1459,601.793,emg_data.hdf5,1
1460,613.713,emg_data.hdf5,1
1461,614.068,emg_data.hdf5,1
1462,612.661,emg_data.hdf5,1
1463,617.891,emg_data.hdf5,1
1464,618.841,emg_data.hdf5,1
1465,615.981,emg_data.hdf5,1
1466,614.120,emg_data.hdf5,1
1467,610.308,emg_data.hdf5,1
1468,602.870,emg_data.hdf5,1
1469,593.082,emg_data.hdf5,1
1470,583.133,emg_data.hdf5,1
1471,580.439,emg_data.hdf5,1
1472,584.166,emg_data.hdf5,1
1473,585.551,emg_data.hdf5,1
1474,583.219,emg_data.hdf5,1
1475,581.504,emg_data.hdf5,1
1476,585.123,emg_data.hdf5,1
1477,593.999,emg_data.hdf5,1
1478,601.498,emg_data.hdf5,1
1479,609.977,emg_data.hdf5,1
1480,622.472,emg_data.hdf5,1
1481,631.750,emg_data.hdf5,1
1482,630.411,emg_data.hdf5,1
1483,625.506,emg_data.hdf5,1
1484,615.029,emg_data.hdf5,1
1485,603.077,emg_data.hdf5,1
1486,591.631,emg_data.hdf5,1
1487,583.325,emg_data.hdf5,1
1488,578.714,emg_data.hdf5,1
1489,574.081,emg_data.hdf5,1
1490,569.471,emg_data.hdf5,1
1491,563.687,emg_data.hdf5,1
1492,559.836,emg_data.hdf5,1
1493,556.271,emg_data.hdf5,1
1494,558.369,emg_data.hdf5,1
1495,565.110,emg_data.hdf5,1
1496,578.753,emg_data.hdf5,1
1497,592.070,emg_data.hdf5,1
1498,599.958,emg_data.hdf5,1
1499,603.449,emg_data.hdf5,1
1500,602.480,emg_data.hdf5,1
1501,598.646,emg_data.hdf5,1
1502,592.285,emg_data.hdf5,1
1503,597.251,emg_data.hdf5,1
1504,605.751,emg_data.hdf5,1
1505,605.758,emg_data.hdf5,1
1506,599.231,emg_data.hdf5,1
1507,589.403,emg_data.hdf5,1
1508,581.987,emg_data.hdf5,1
1509,575.822,emg_data.hdf5,1
1510,577.143,emg_data.hdf5,1
1511,579.572,emg_data.hdf5,1
1512,588.190,emg_data.hdf5,1
1513,595.751,emg_data.hdf5,1
1514,604.362,emg_data.hdf5,1
1515,608.095,emg_data.hdf5,1
1516,606.311,emg_data.hdf5,1
1517,604.245,emg_data.hdf5,1
1518,604.760,emg_data.hdf5,1
1519,605.591,emg_data.hdf5,1
